institution_name,institution_state,student_state,student_city,term_year,term_semester,total_inquiries,total_app_starts,total_app_submits,total_admits,total_deposits,total_net_deposits,total_enrolled
Central Washington University,WA,,Taipei,2024,Fall,0,0,0,0,0,0,0
Central Washington University,WA,AZ,Iron Springs,2026,Fall,0,1,1,1,0,0,0
Central Washington University,WA,CA,Arcata,2026,Fall,0,1,1,1,0,0,0
Central Washington University,WA,ANAMBRA,Onitsha,2024,Fall,0,1,1,1,0,0,0
Central Washington University,WA,TN,Knoxville,2025,Fall,0,1,1,0,0,0,0
Central Washington University,WA,MO,Bourbon,2024,Fall,0,1,1,1,0,0,0
Central Washington University,WA,FL,Tallahassee,2025,Fall,0,1,1,1,0,0,0
Central Washington University,WA,WA,Federal way,2026,Fall,0,1,1,1,0,0,0
Central Washington University,WA,EMIRATE,Abu Dhabi,2024,Fall,0,1,1,0,0,0,0
Central Washington University,WA,ANAMBRA STATE,Ezira,2024,Fall,0,1,1,0,0,0,0
Central Washington University,WA,GA,Irwinton,2024,Fall,0,1,1,0,0,0,0
Central Washington University,WA,PA,Nanticoke,2024,Fall,0,1,0,0,0,0,0
Central Washington University,WA,GA,Hinesville,2025,Fall,0,1,0,0,0,0,0
Central Washington University,WA,OH,Lakewood,2026,Fall,0,1,0,0,0,0,0
Central Washington University,WA,KY,Elizabethtown,2024,Fall,0,1,0,0,0,0,0
Central Washington University,WA,IN,Moores Hill,2026,Fall,0,1,1,1,0,0,0
Central Washington University,WA,MN,Elk River,2026,Fall,0,1,1,1,0,0,0
Central Washington University,WA,PA,Tower City,2025,Fall,0,1,1,1,0,0,0
Central Washington University,WA,,Addis Ketema,2026,Fall,0,0,0,0,0,0,0
Central Washington University,WA,MA,Boston,2026,Fall,0,1,1,1,0,0,0
Central Washington University,WA,NORTH KAZAKHSTAN,Petropavlovsk,2024,Fall,0,1,1,1,0,0,0
Central Washington University,WA,TX,San Juan,2025,Fall,0,1,1,1,0,0,0
Central Washington University,WA,MD,Woodstock,2026,Fall,0,1,1,1,0,0,0
Central Washington University,WA,OH,Brecksville,2026,Fall,0,1,1,1,0,0,0
Central Washington University,WA,BULAWAYO,Bulawayo,2024,Fall,0,1,1,0,0,0,0
Central Washington University,WA,CA,Mather,2026,Fall,0,1,1,1,0,0,0
Central Washington University,WA,LAGOS STATE,Lekki,2024,Fall,0,1,1,0,0,0,0
Central Washington University,WA,ID,Worley,2025,Fall,0,1,0,0,0,0,0
Central Washington University,WA,CA,Norwalk,2024,Fall,0,1,0,0,0,0,0
Central Washington University,WA,,Asuncion,2025,Fall,0,0,0,0,0,0,0
Central Washington University,WA,Western,Gisenyi,2024,Fall,0,1,0,0,0,0,0
Central Washington University,WA,,Spokane,2026,Fall,0,0,0,0,0,0,0
Central Washington University,WA,FL,Port Orange,2026,Fall,0,2,2,2,1,1,1
Central Washington University,WA,CO,Lyons,2026,Fall,0,1,1,1,0,0,0
Central Washington University,WA,PA,Reading,2025,Fall,0,1,1,1,0,0,0
Central Washington University,WA,,Santa Catarina,2024,Fall,0,0,0,0,0,0,0
Central Washington University,WA,PUNJAB,Islamabad,2024,Fall,0,1,1,1,0,0,0
Central Washington University,WA,KY,Valley Sta,2026,Fall,0,1,1,1,0,0,0
Central Washington University,WA,NY,Rockaway Beach,2026,Fall,0,1,1,1,0,0,0
Central Washington University,WA,NY,Hoosick Falls,2024,Fall,0,1,1,1,0,0,0
Central Washington University,WA,CA,Pleasanton,2026,Fall,0,1,1,1,0,0,0
Central Washington University,WA,WA,Redmond ,2025,Fall,0,2,0,0,0,0,0
Central Washington University,WA,,Kiambu,2024,Fall,0,0,0,0,0,0,0
Central Washington University,WA,Utrecht,Soest,2024,Fall,0,1,0,0,0,0,0
Central Washington University,WA,CA,Ridgecrest,2025,Fall,0,1,0,0,0,0,0
Central Washington University,WA,PUNJAB,Lahore,2025,Fall,0,1,1,0,0,0,0
Central Washington University,WA,AZ,Apache Jct,2024,Fall,0,1,0,0,0,0,0
Central Washington University,WA,,Baki,2025,Fall,0,0,0,0,0,0,0
Central Washington University,WA,,Goromonzi,2025,Fall,0,0,0,0,0,0,0
Central Washington University,WA,,Casablanca,2025,Fall,0,0,0,0,0,0,0
Central Washington University,WA,HI,Anahola,2026,Fall,0,1,1,1,1,1,1
Central Washington University,WA,CA,Carpinteria,2025,Fall,0,1,1,1,0,0,0
Central Washington University,WA,FL,Weston,2026,Fall,0,1,1,1,0,0,0
Central Washington University,WA,,Yaoundé,2024,Fall,0,0,0,0,0,0,0
Central Washington University,WA,IL,Lynwood,2026,Fall,0,1,1,1,0,0,0
Central Washington University,WA,,Bukhara,2024,Fall,0,0,0,0,0,0,0
Central Washington University,WA,UT,Bear River City,2025,Fall,0,1,1,0,0,0,0
Central Washington University,WA,MA,Swampscott,2024,Fall,0,1,1,1,0,0,0
Central Washington University,WA,CT,Uncasville,2024,Fall,0,1,1,0,0,0,0
Central Washington University,WA,AL,Vestavia Hls,2025,Fall,0,1,1,1,0,0,0
Central Washington University,WA,HI,Hauula,2025,Fall,0,2,1,1,0,0,0
Central Washington University,WA,MI,West Bloomfield,2026,Fall,0,1,1,0,0,0,0
Central Washington University,WA,PA,Butler,2024,Fall,0,1,1,0,0,0,0
Central Washington University,WA,CA,S Lake Tahoe,2024,Fall,0,1,0,0,0,0,0
Central Washington University,WA,TX,Edinburg ,2026,Fall,0,1,0,0,0,0,0
Central Washington University,WA,NC,Fayetteville,2025,Fall,0,1,0,0,0,0,0
Central Washington University,WA,MD,Parkton,2024,Fall,0,1,1,0,0,0,0
Central Washington University,WA,OK,Collinsville,2024,Fall,0,1,0,0,0,0,0
Central Washington University,WA,,Addis Abeba,2026,Fall,0,0,0,0,0,0,0
Central Washington University,WA,GA,Stone Mtn,2024,Fall,0,1,0,0,0,0,0
Central Washington University,WA,CA,Winton,2025,Fall,0,1,0,0,0,0,0
Central Washington University,WA,,Bomachoge Borabu Mogong,2025,Fall,0,0,0,0,0,0,0
Central Washington University,WA,LA,Slidell,2025,Fall,0,1,1,1,0,0,1
Central Washington University,WA,IL,Dixon,2025,Fall,0,1,1,1,0,0,0
Central Washington University,WA,VA,Leesburg,2026,Fall,0,1,1,1,0,0,0
Central Washington University,WA,MIGORI,Isebania,2024,Fall,0,1,1,0,0,0,0
Central Washington University,WA,FL,Daytona Beach,2026,Fall,0,1,1,1,0,0,0
Central Washington University,WA,RI,Cranston,2026,Fall,0,1,1,1,0,0,0
Central Washington University,WA,,Ambo,2024,Fall,0,0,0,0,0,0,0
Central Washington University,WA,TN,Knoxville,2026,Fall,0,1,1,1,0,0,0
Central Washington University,WA,KHOMAS,Windhoek,2024,Fall,0,1,1,0,0,0,0
Central Washington University,WA,,Eldoret,2024,Fall,0,0,0,0,0,0,0
Central Washington University,WA,CENTRAL,Kasao,2024,Fall,0,1,1,0,0,0,0
Central Washington University,WA,SC,Columbia,2024,Fall,0,1,0,0,0,0,0
Central Washington University,WA,CA,Lompoc,2025,Fall,0,1,0,0,0,0,0
Central Washington University,WA,CA,Rancho Cordova,2026,Fall,0,1,0,0,0,0,0
Central Washington University,WA,CA,Hemet,2024,Fall,0,1,0,0,0,0,0
Central Washington University,WA,OH,Bethesda,2024,Fall,0,1,0,0,0,0,0
Central Washington University,WA,BC,Maple Ridge,2024,Fall,0,1,0,0,0,0,0
Central Washington University,WA,MO,Waynesville,2025,Fall,0,1,1,1,1,1,1
Central Washington University,WA,CA,Santa Clara,2026,Fall,0,1,1,1,0,0,0
Central Washington University,WA,WI,Marshfield,2025,Fall,0,1,1,1,0,0,0
Central Washington University,WA,CA,Palo Alto,2026,Fall,0,1,1,1,0,0,0
Central Washington University,WA,IN,Pittsboro,2025,Fall,0,1,1,1,0,0,0
Central Washington University,WA,NV,Sun Valley,2026,Fall,0,1,1,0,0,0,0
Central Washington University,WA,ID,Mccall,2026,Fall,0,1,1,1,0,0,0
Central Washington University,WA,FL,Melbourne,2026,Fall,0,1,1,0,0,0,0
Central Washington University,WA,NJ,Westfield,2025,Fall,0,1,1,1,0,0,0
Central Washington University,WA,DE,Harrington,2024,Fall,0,1,0,0,0,0,0
Central Washington University,WA,AZ,Sahuarita,2025,Fall,0,1,0,0,0,0,0
Central Washington University,WA,OH,Wooster,2026,Fall,0,1,0,0,0,0,0
Central Washington University,WA,WA,Parkland,2025,Fall,0,1,0,0,0,0,0
Central Washington University,WA,,Graham,2024,Fall,0,0,0,0,0,0,0
Central Washington University,WA,CA,National City,2025,Fall,0,1,0,0,0,0,0
Central Washington University,WA,NM,Las Vegas,2024,Fall,0,3,1,1,1,1,1
Central Washington University,WA,IL,University Pk,2025,Fall,0,1,1,1,0,0,1
Central Washington University,WA,VA,Henrico,2026,Fall,0,2,2,2,0,0,0
Central Washington University,WA,TX,Spring Branch,2024,Fall,0,1,1,1,0,0,0
Central Washington University,WA,WA,Medina,2025,Fall,0,1,1,1,0,0,0
Central Washington University,WA,LA,Houma,2026,Fall,0,1,1,1,1,1,1
Central Washington University,WA,TX,Cedar Creek,2024,Fall,0,1,1,1,0,0,0
Central Washington University,WA,OR,Yamhill,2024,Fall,0,1,1,1,0,0,0
Central Washington University,WA,NJ,Edison,2024,Fall,0,1,1,0,0,0,0
Central Washington University,WA,MI,Harper Woods,2024,Fall,0,1,1,1,0,0,0
Central Washington University,WA,Chui,Bishkek,2024,Fall,0,2,2,2,0,0,0
Central Washington University,WA,MT,Absarokee,2024,Fall,0,1,1,1,0,0,0
Central Washington University,WA,MD,Hyattsville,2024,Fall,0,1,1,0,0,0,0
Central Washington University,WA,FL,Milton,2024,Fall,0,1,1,1,0,0,0
Central Washington University,WA,NJ,Stratford,2026,Fall,0,1,1,0,0,0,0
Central Washington University,WA,OH,Steubenville,2026,Fall,0,1,1,0,0,0,0
Central Washington University,WA,Oromia,Adama,2024,Fall,0,1,1,0,0,0,0
Central Washington University,WA,ME,Farmington,2024,Fall,0,1,0,0,0,0,0
Central Washington University,WA,AK,Talkeetna,2024,Fall,0,1,0,0,0,0,0
Central Washington University,WA,,Singapore,2024,Fall,0,0,0,0,0,0,0
Central Washington University,WA,CA,Ceres,2025,Fall,0,1,0,0,0,0,0
Central Washington University,WA,Tainan,Tainan City,2024,Fall,0,1,1,1,1,0,1
Central Washington University,WA,CHUY,Bishkek,2024,Fall,0,1,1,1,1,1,1
Central Washington University,WA,,Chuuk,2025,Fall,0,0,0,0,0,0,0
Central Washington University,WA,,Osh,2025,Fall,0,0,0,0,0,0,0
Central Washington University,WA,NY,Thornwood,2024,Fall,0,1,1,1,0,0,0
Central Washington University,WA,FL,Brandon,2024,Fall,0,1,1,1,0,0,0
Central Washington University,WA,XORAZM VILOYATI,Shovot tumani,2024,Fall,0,1,1,0,0,0,0
Central Washington University,WA,GA,Ft Eisenhower,2024,Fall,0,1,1,0,0,0,0
Central Washington University,WA,IMO,Owerri West,2024,Fall,0,1,1,0,0,0,0
Central Washington University,WA,FERGHANA,Ferghana,2024,Fall,0,1,1,0,0,0,0
Central Washington University,WA,WA,Mica,2024,Fall,0,1,0,0,0,0,0
Central Washington University,WA,NC,Marion,2025,Fall,0,1,0,0,0,0,0
Central Washington University,WA,Kakamega,Kakamega,2025,Fall,0,1,0,0,0,0,0
Central Washington University,WA,WY,Riverton,2025,Fall,0,1,0,0,0,0,0
Central Washington University,WA,MO,Kansas City,2024,Fall,0,2,0,0,0,0,0
Central Washington University,WA,TX,Cypress,2024,Fall,0,1,0,0,0,0,0
Central Washington University,WA,OK,Tulsa,2024,Fall,0,2,0,0,0,0,0
Central Washington University,WA,,Chitungwiza,2025,Fall,0,0,0,0,0,0,0
Central Washington University,WA,,N/A,2025,Fall,0,0,0,0,0,0,0
Central Washington University,WA,,Terrace heights,2025,Fall,0,0,0,0,0,0,0
Central Washington University,WA,,Mbabane,2024,Fall,0,0,0,0,0,0,0
Central Washington University,WA,,San Ignacio,2026,Fall,0,0,0,0,0,0,0
Central Washington University,WA,WA,Spanaway ,2025,Fall,0,2,2,1,1,1,1
Central Washington University,WA,BC,Kelowna,2024,Fall,0,1,1,1,1,1,1
Central Washington University,WA,FL,Fort Myers,2026,Fall,0,1,1,1,0,0,0
Central Washington University,WA,CO,Frederick,2026,Fall,0,1,1,1,0,0,0
Central Washington University,WA,WI,Roberts,2024,Fall,0,1,1,1,0,0,0
Central Washington University,WA,WA,lynnwood,2025,Fall,0,1,1,1,0,0,0
Central Washington University,WA,CA,Sn Luis Obisp,2024,Fall,0,1,1,1,0,0,0
Central Washington University,WA,WA,North Bonneville ,2024,Fall,0,1,1,1,0,0,0
Central Washington University,WA,CA,Mammoth Lakes,2026,Fall,0,1,1,1,0,0,0
Central Washington University,WA,FL,Merritt Is,2026,Fall,0,1,1,1,0,0,0
Central Washington University,WA,VA,Sterling,2025,Fall,0,1,1,1,0,0,0
Central Washington University,WA,CT,Waterbury,2026,Fall,0,1,1,1,0,0,0
Central Washington University,WA,CA,Vallejo,2025,Fall,0,1,1,1,0,0,0
Central Washington University,WA,IRAQI KURDISTAN,Sulaymaniyah,2024,Fall,0,1,1,1,0,0,0
Central Washington University,WA,HARYANA,Kurukshetra,2024,Fall,0,1,1,0,0,0,0
Central Washington University,WA,CO,Lakewood,2024,Fall,0,1,1,1,0,0,0
Central Washington University,WA,KY,Frankfort,2025,Fall,0,1,1,0,0,0,0
Central Washington University,WA,CA,Arcata,2025,Fall,0,1,0,0,0,0,0
Central Washington University,WA,NE,North Platte,2025,Fall,0,1,0,0,0,0,0
Central Washington University,WA,IL,Hoffman Estates,2026,Fall,0,1,0,0,0,0,0
Central Washington University,WA,,Klenovice,2026,Fall,0,0,0,0,0,0,0
Central Washington University,WA,,Tacloban City,2024,Fall,0,0,0,0,0,0,0
Central Washington University,WA,,Prague,2024,Fall,0,0,0,0,0,0,0
Central Washington University,WA,WA,Cook,2024,Fall,0,1,1,1,1,1,1
Central Washington University,WA,CA,Temecula,2024,Fall,0,1,1,1,1,0,1
Central Washington University,WA,CA,Exeter,2026,Fall,0,1,1,1,0,0,0
Central Washington University,WA,SC,St Helena Is,2025,Fall,0,1,1,1,0,0,0
Central Washington University,WA,NC,Fountain,2024,Fall,0,1,1,1,0,0,0
Central Washington University,WA,CT,Hartford,2024,Fall,0,1,1,0,0,0,0
Central Washington University,WA,ASHANTI REGION,Kumasi,2024,Fall,0,1,1,0,0,0,0
Central Washington University,WA,CT,Stamford,2025,Fall,0,1,0,0,0,0,0
Central Washington University,WA,TX,Flint,2025,Fall,0,1,0,0,0,0,0
Central Washington University,WA,MI,Flint,2026,Fall,0,1,0,0,0,0,0
Central Washington University,WA,,lakewood,2025,Fall,0,0,0,0,0,0,0
Central Washington University,WA,FL,Melbourne,2024,Fall,0,1,1,1,1,1,1
Central Washington University,WA,OR,Milton Frwtr,2024,Fall,0,2,2,2,0,0,0
Central Washington University,WA,NJ,Pompton Lakes,2024,Fall,0,1,1,1,0,0,0
Central Washington University,WA,ME,Lebanon,2026,Fall,0,1,1,1,0,0,0
Central Washington University,WA,AZ,El Mirage,2024,Fall,0,1,1,1,0,0,0
Central Washington University,WA,ST. CATHERINE,Portmore,2024,Fall,0,1,1,1,0,0,0
Central Washington University,WA,AZ,Goodyear,2025,Fall,0,1,1,0,0,0,0
Central Washington University,WA,Dadra and Nagar Haveli,Silvassa,2024,Fall,0,1,1,1,0,0,0
Central Washington University,WA,CO,Breckenridge,2025,Fall,0,1,1,1,0,0,0
Central Washington University,WA,WA,Edwall,2024,Fall,0,1,1,0,0,0,0
Central Washington University,WA,FL,West Palm Beach,2024,Fall,0,1,1,1,0,0,0
Central Washington University,WA,WI,Delafield,2024,Fall,0,1,1,1,0,0,0
Central Washington University,WA,WA,La Push,2026,Fall,0,1,1,0,0,0,0
Central Washington University,WA,WA,kent,2025,Fall,0,1,1,0,0,0,0
Central Washington University,WA,FL,Ocean Ridge,2024,Fall,0,1,1,1,0,0,0
Central Washington University,WA,Guayas,Guayaquil,2025,Fall,0,1,0,0,0,0,0
Central Washington University,WA,,Muntinlupa,2025,Fall,0,0,0,0,0,0,0
Central Washington University,WA,,Johannesburg,2025,Fall,0,0,0,0,0,0,0
Central Washington University,WA,,El Haram,2024,Fall,0,0,0,0,0,0,0
Central Washington University,WA,IN,Valparaiso,2024,Fall,0,1,1,1,1,0,1
Central Washington University,WA,AL,Calera,2026,Fall,0,1,1,1,0,0,0
Central Washington University,WA,MN,Walker,2026,Fall,0,1,1,1,0,0,0
Central Washington University,WA,WA,Wishram,2024,Fall,0,1,1,1,0,0,0
Central Washington University,WA,Gilgit-Baltistan,Gilgit,2024,Fall,0,1,1,1,0,0,0
Central Washington University,WA,OR,Warren,2024,Fall,0,1,1,1,0,0,0
Central Washington University,WA,MI,Lawrence,2026,Fall,0,1,1,0,0,0,0
Central Washington University,WA,MI,Houghton,2024,Fall,0,1,1,1,0,0,0
Central Washington University,WA,UT,Salt Lake City,2025,Fall,0,3,1,0,0,0,0
Central Washington University,WA,MD,Millersville,2024,Fall,0,1,1,0,0,0,0
Central Washington University,WA,MN,Victoria,2025,Fall,0,1,1,1,0,0,0
Central Washington University,WA,NY,Stony Point,2024,Fall,0,1,1,1,0,0,0
Central Washington University,WA,,Takoradi,2024,Fall,0,0,0,0,0,0,0
Central Washington University,WA,AR,Bald Knob,2024,Fall,0,1,0,0,0,0,0
Central Washington University,WA,OK,Woodward,2026,Fall,0,1,0,0,0,0,0
Central Washington University,WA,OH,Niles,2024,Fall,0,1,0,0,0,0,0
Central Washington University,WA,,Kennewick,2026,Fall,0,0,0,0,0,0,0
Central Washington University,WA,TX,Copperas Cove,2024,Fall,0,1,0,0,0,0,0
Central Washington University,WA,AL,Montgomery,2024,Fall,0,1,0,0,0,0,0
Central Washington University,WA,,Addiss Ababa,2026,Fall,0,0,0,0,0,0,0
Central Washington University,WA,ND,Minot Afb,2024,Fall,0,1,1,1,1,1,1
Central Washington University,WA,RI,Pawtucket,2024,Fall,0,1,1,1,0,0,0
Central Washington University,WA,NY,Cortlandt Mnr,2026,Fall,0,1,1,1,0,0,0
Central Washington University,WA,NJ,Hillsborough,2026,Fall,0,1,1,1,0,0,0
Central Washington University,WA,CA,Fillmore,2026,Fall,0,2,1,0,0,0,0
Central Washington University,WA,,Talas,2024,Fall,0,0,0,0,0,0,0
Central Washington University,WA,VA,Arlington,2024,Fall,0,1,1,1,0,0,0
Central Washington University,WA,TN,Primm Springs,2026,Fall,0,1,1,1,0,0,0
Central Washington University,WA,,Dhaka,2025,Fall,0,0,0,0,0,0,0
Central Washington University,WA,CA,Angels Camp,2026,Fall,0,1,0,0,0,0,0
Central Washington University,WA,LA,Baker,2025,Fall,0,1,0,0,0,0,0
Central Washington University,WA,,Ho Chi Minh,2025,Fall,0,0,0,0,0,0,0
Central Washington University,WA,OK,Skiatook,2026,Fall,0,1,0,0,0,0,0
Central Washington University,WA,CO,Erie,2024,Fall,0,1,0,0,0,0,0
Central Washington University,WA,WI,Columbus,2024,Fall,0,1,1,1,1,1,1
Central Washington University,WA,SC,Anderson,2025,Fall,0,1,1,1,1,1,1
Central Washington University,WA,TX,Justin,2025,Fall,0,1,1,1,0,0,0
Central Washington University,WA,CA,Piru,2025,Fall,0,1,1,1,0,0,0
Central Washington University,WA,Chiba,Nagareyama,2026,Fall,0,1,1,1,0,0,0
Central Washington University,WA,UT,Kamas,2025,Fall,0,1,1,0,0,0,0
Central Washington University,WA,MD,Walkersville,2025,Fall,0,1,1,1,0,0,0
Central Washington University,WA,ROGALAND,Stavanger,2025,Fall,0,1,1,1,0,0,0
Central Washington University,WA,QASHQADARYO VILOYATI,Qarshi,2024,Fall,0,1,1,1,0,0,0
Central Washington University,WA,IN,Demotte,2025,Fall,0,1,1,1,0,0,0
Central Washington University,WA,,Turkestan,2024,Fall,0,0,0,0,0,0,0
Central Washington University,WA,FL,Okeechobee,2024,Fall,0,1,1,1,0,0,0
Central Washington University,WA,MO,Hazelwood,2026,Fall,0,1,1,1,0,0,0
Central Washington University,WA,Tashkent,Chilanzar,2024,Fall,0,1,1,0,0,0,0
Central Washington University,WA,KS,Winfield,2024,Fall,0,1,1,1,0,0,0
Central Washington University,WA,XORAZM,Shovot,2024,Fall,0,1,1,0,0,0,0
Central Washington University,WA,SC,Rock Hill,2024,Fall,0,1,1,1,0,0,0
Central Washington University,WA,MD,Millersville,2025,Fall,0,1,1,0,0,0,0
Central Washington University,WA,CA,Roseville,2025,Fall,0,1,1,1,0,0,0
Central Washington University,WA,WA,Fort Lewis,2026,Fall,0,1,1,0,0,0,0
Central Washington University,WA,GHANA,Cape coast,2024,Fall,0,1,1,0,0,0,0
Central Washington University,WA,MA,Worcester,2024,Fall,0,1,1,1,0,0,0
Central Washington University,WA,CA,Tracy,2025,Fall,0,1,1,1,0,0,0
Central Washington University,WA,AZ,Waddell,2025,Fall,0,1,1,0,0,0,0
Central Washington University,WA,NC,Jacksonville,2025,Fall,0,1,0,0,0,0,0
Central Washington University,WA,NY,Oxford,2026,Fall,0,1,0,0,0,0,0
Central Washington University,WA,,Mangilao,2025,Fall,0,0,0,0,0,0,0
Central Washington University,WA,,Kabul,2025,Fall,0,0,0,0,0,0,0
Central Washington University,WA,WI,Spooner,2025,Fall,0,1,1,1,1,1,1
Central Washington University,WA,CA,Pasadena,2024,Fall,0,1,1,1,0,0,0
Central Washington University,WA,IN,Plainfield,2025,Fall,0,1,1,1,0,0,0
Central Washington University,WA,,Osh,2024,Fall,0,0,0,0,0,0,0
Central Washington University,WA,UT,Eagle Mountain,2025,Fall,0,1,1,0,0,0,0
Central Washington University,WA,OR,Newport,2025,Fall,0,2,1,1,0,0,0
Central Washington University,WA,WA,Aurburn,2025,Fall,0,1,1,0,0,0,0
Central Washington University,WA,TIGRAY,Mekelle,2024,Fall,0,1,1,0,0,0,0
Central Washington University,WA,MN,Rogers,2024,Fall,0,1,1,0,0,0,0
Central Washington University,WA,XORAZM VILOYATI,Xonqa tumani,2024,Fall,0,1,1,0,0,0,0
Central Washington University,WA,IN,New Castle,2025,Fall,0,1,0,0,0,0,0
Central Washington University,WA,,Centralia WA,2026,Fall,0,0,0,0,0,0,0
Central Washington University,WA,,,2025,Fall,0,0,0,0,0,0,0
Central Washington University,WA,NM,Rio Rancho,2024,Fall,0,2,1,1,1,1,1
Central Washington University,WA,MA,Longmeadow,2024,Fall,0,1,1,1,1,1,1
Central Washington University,WA,MA,Beverly,2025,Fall,0,1,1,1,0,0,0
Central Washington University,WA,NM,Rnch De Taos,2025,Fall,0,2,2,2,0,0,0
Central Washington University,WA,CA,Woodland Hls,2024,Fall,0,2,2,2,0,0,0
Central Washington University,WA,CA,Altadena,2025,Fall,0,1,1,1,0,0,0
Central Washington University,WA,NH,Manchester,2026,Fall,0,1,1,1,0,0,0
Central Washington University,WA,ME,Portland,2026,Fall,0,1,1,1,0,0,0
Central Washington University,WA,FL,Satellite Bch,2024,Fall,0,1,1,1,0,0,0
Central Washington University,WA,PUNJAB,Jalandhar,2024,Fall,0,1,1,0,0,0,0
Central Washington University,WA,COAST,Mombasa,2024,Fall,0,1,1,0,0,0,0
Central Washington University,WA,PUNJAB,Gujranwala,2024,Fall,0,1,1,0,0,0,0
Central Washington University,WA,Makkah,Jeddah,2025,Fall,0,1,0,0,0,0,0
Central Washington University,WA,AR,Jonesboro,2025,Fall,0,1,0,0,0,0,0
Central Washington University,WA,CA,Placerville,2025,Fall,0,1,0,0,0,0,0
Central Washington University,WA,MANICALAND,Mutare,2026,Fall,0,1,1,0,0,0,0
Central Washington University,WA,,Chittagong,2024,Fall,0,0,0,0,0,0,0
Central Washington University,WA,PA,Willow Grove,2024,Fall,0,1,0,0,0,0,0
Central Washington University,WA,NV,Gardnerville,2026,Fall,0,1,0,0,0,0,0
Central Washington University,WA,ARDABIL,Ardabil City,2024,Fall,0,1,1,0,0,0,0
