institution_name,institution_state,student_state,student_city,term_year,term_semester,total_inquiries,total_app_starts,total_app_submits,total_admits,total_deposits,total_net_deposits,total_enrolled
Central Washington University,WA,ID,Saint Maries,2025,Fall,1,1,1,1,1,0,1
Central Washington University,WA,WA,Oakville,2024,Fall,1,3,2,2,0,0,0
Central Washington University,WA,FL,Boynton Beach,2024,Fall,1,1,1,1,0,0,0
Central Washington University,WA,MP,Saipan,2026,Fall,1,2,2,2,0,0,0
Central Washington University,WA,GA,Fort Moore,2026,Fall,1,1,1,1,0,0,0
Central Washington University,WA,WA,Taholah,2024,Fall,1,1,0,0,0,0,0
Central Washington University,WA,MI,Dearborn Heights,2026,Fall,1,0,0,0,0,0,0
Central Washington University,WA,NE,Ceresco,2025,Fall,1,0,0,0,0,0,0
Central Washington University,WA,OR,Fossil,2025,Fall,1,0,0,0,0,0,0
Central Washington University,WA,IN,Shelbyville,2026,Fall,1,0,0,0,0,0,0
Central Washington University,WA,OR,Westlake,2025,Fall,1,0,0,0,0,0,0
Central Washington University,WA,TX,Deer Park,2025,Fall,1,0,0,0,0,0,0
Central Washington University,WA,IN,Aurora,2026,Fall,1,0,0,0,0,0,0
Central Washington University,WA,UT,Clearfield,2025,Fall,1,0,0,0,0,0,0
Central Washington University,WA,CO,Windsor,2025,Fall,1,0,0,0,0,0,0
Central Washington University,WA,CA,Sunnyvale,2026,Fall,1,0,0,0,0,0,0
Central Washington University,WA,MI,Brighton,2024,Fall,1,0,0,0,0,0,0
Central Washington University,WA,CO,Crested Butte,2026,Fall,1,0,0,0,0,0,0
Central Washington University,WA,CA,Westminster,2025,Fall,1,0,0,0,0,0,0
Central Washington University,WA,MI,Commerce Township,2026,Fall,1,0,0,0,0,0,0
Central Washington University,WA,TX,Buda,2026,Fall,1,0,0,0,0,0,0
Central Washington University,WA,MA,Andover,2026,Fall,1,0,0,0,0,0,0
Central Washington University,WA,HI,Kunia,2026,Fall,1,0,0,0,0,0,0
Central Washington University,WA,CA,Castro Valley,2024,Fall,1,0,0,0,0,0,0
Central Washington University,WA,AZ,Nogales,2024,Fall,1,0,0,0,0,0,0
Central Washington University,WA,CA,Dana Point,2026,Fall,1,0,0,0,0,0,0
Central Washington University,WA,CA,Mountain View,2026,Fall,1,1,1,1,0,0,0
Central Washington University,WA,MN,Rochester,2025,Fall,1,1,1,1,0,0,0
Central Washington University,WA,CA,Cameron Park,2024,Fall,1,1,1,1,0,0,0
Central Washington University,WA,AZ,Kingman,2024,Fall,1,1,0,0,0,0,0
Central Washington University,WA,HI,Kaumakani,2026,Fall,1,0,0,0,0,0,0
Central Washington University,WA,LA,Lafayette,2024,Fall,1,0,0,0,0,0,0
Central Washington University,WA,GA,Conyers,2025,Fall,1,0,0,0,0,0,0
Central Washington University,WA,UT,Salt Lake City,2024,Fall,1,0,0,0,0,0,0
Central Washington University,WA,PA,Blandon,2026,Fall,1,0,0,0,0,0,0
Central Washington University,WA,WA,S Cle Elum,2024,Fall,1,0,0,0,0,0,0
Central Washington University,WA,Sao Paulo,São Paulo,2025,Fall,1,0,0,0,0,0,0
Central Washington University,WA,CA,Canyon Cntry,2026,Fall,1,0,0,0,0,0,0
Central Washington University,WA,AK,Yakutat,2024,Fall,1,0,0,0,0,0,0
Central Washington University,WA,IN,Sheridan,2025,Fall,1,0,0,0,0,0,0
Central Washington University,WA,MS,Oxford,2026,Fall,1,0,0,0,0,0,0
Central Washington University,WA,OR,Madras,2024,Fall,1,0,0,0,0,0,0
Central Washington University,WA,MI,Berkley,2026,Fall,1,0,0,0,0,0,0
Central Washington University,WA,WA,Mountvernon,2026,Fall,1,0,0,0,0,0,0
Central Washington University,WA,GU,Barrigada,2025,Fall,1,0,0,0,0,0,0
Central Washington University,WA,IA,Centerville,2026,Fall,1,1,0,0,0,0,0
Central Washington University,WA,CA,Mentone,2026,Fall,1,0,0,0,0,0,0
Central Washington University,WA,Giza,Giza,2024,Fall,1,0,0,0,0,0,0
Central Washington University,WA,CA,Fair Oaks,2025,Fall,1,0,0,0,0,0,0
Central Washington University,WA,GA,Mcdonough,2026,Fall,1,0,0,0,0,0,0
Central Washington University,WA,NY,Margaretville,2024,Fall,1,0,0,0,0,0,0
Central Washington University,WA,NC,Greensboro,2026,Fall,1,0,0,0,0,0,0
Central Washington University,WA,ND,Jamestown,2024,Fall,1,0,0,0,0,0,0
Central Washington University,WA,ID,Weiser,2024,Fall,1,0,0,0,0,0,0
Central Washington University,WA,WA,Hispanic/Latino,2025,Fall,1,1,0,0,0,0,0
Central Washington University,WA,ID,Shelley,2025,Fall,1,0,0,0,0,0,0
Central Washington University,WA,CO,Olathe,2025,Fall,1,0,0,0,0,0,0
Central Washington University,WA,FL,Niceville,2026,Fall,1,0,0,0,0,0,0
Central Washington University,WA,ID,Kuna,2024,Fall,1,0,0,0,0,0,0
Central Washington University,WA,AK,Emmonak,2026,Fall,1,0,0,0,0,0,0
Central Washington University,WA,WA,Sekiu,2026,Fall,1,0,0,0,0,0,0
Central Washington University,WA,MT,Crow Agency,2026,Fall,1,0,0,0,0,0,0
Central Washington University,WA,OR,Stayton,2025,Fall,1,1,1,1,1,1,1
Central Washington University,WA,WA,Snoqualmie Ps,2026,Fall,1,1,1,1,0,0,0
Central Washington University,WA,CA,Graton,2024,Fall,1,1,1,1,0,0,0
Central Washington University,WA,MA,Westford,2025,Fall,1,5,3,0,0,0,0
Central Washington University,WA,CO,Silverthorne,2026,Fall,1,1,1,1,0,0,0
Central Washington University,WA,HI,Lanai City,2025,Fall,1,1,0,0,0,0,0
Central Washington University,WA,CO,Lakewood,2025,Fall,1,1,0,0,0,0,0
Central Washington University,WA,SC,Clover,2026,Fall,1,1,0,0,0,0,0
Central Washington University,WA,HI,Hanapepe,2024,Fall,1,0,0,0,0,0,0
Central Washington University,WA,ID,Kuna,2025,Fall,1,1,0,0,0,0,0
Central Washington University,WA,WV,Beckley,2025,Fall,1,0,0,0,0,0,0
Central Washington University,WA,CA,Vernon,2026,Fall,1,0,0,0,0,0,0
Central Washington University,WA,South Island,Queenstown,2024,Fall,1,0,0,0,0,0,0
Central Washington University,WA,NJ,Mount Arlington,2026,Fall,1,0,0,0,0,0,0
Central Washington University,WA,IL,Park Forest,2025,Fall,1,0,0,0,0,0,0
Central Washington University,WA,TX,San Marcos,2025,Fall,1,0,0,0,0,0,0
Central Washington University,WA,GA,Lilburn,2024,Fall,1,0,0,0,0,0,0
Central Washington University,WA,FL,Dundee,2026,Fall,1,0,0,0,0,0,0
Central Washington University,WA,IL,Trenton,2025,Fall,1,0,0,0,0,0,0
Central Washington University,WA,VT,Milton,2025,Fall,1,0,0,0,0,0,0
Central Washington University,WA,UT,Highland,2026,Fall,1,0,0,0,0,0,0
Central Washington University,WA,WA,Touchet,2025,Fall,1,0,0,0,0,0,0
Central Washington University,WA,Tehran,Tehran,2024,Fall,1,0,0,0,0,0,0
Central Washington University,WA,WI,Sun Prairie,2025,Fall,1,0,0,0,0,0,0
Central Washington University,WA,GA,Pooler,2026,Fall,1,0,0,0,0,0,0
Central Washington University,WA,IN,Knox,2025,Fall,1,0,0,0,0,0,0
Central Washington University,WA,HI,Ainaloa,2025,Fall,1,0,0,0,0,0,0
Central Washington University,WA,BC,Maple Ridge,2025,Fall,1,0,0,0,0,0,0
Central Washington University,WA,UT,Uintah,2026,Fall,1,0,0,0,0,0,0
Central Washington University,WA,AZ,Scenic,2025,Fall,1,0,0,0,0,0,0
Central Washington University,WA,IL,St Charles,2024,Fall,1,0,0,0,0,0,0
Central Washington University,WA,MA,Upton,2025,Fall,1,0,0,0,0,0,0
Central Washington University,WA,CA,Fairfax,2025,Fall,1,0,0,0,0,0,0
Central Washington University,WA,MT,Highwood,2025,Fall,1,0,0,0,0,0,0
Central Washington University,WA,CA,Aliso Viejo,2026,Fall,1,0,0,0,0,0,0
Central Washington University,WA,MT,Sula,2026,Fall,1,0,0,0,0,0,0
Central Washington University,WA,WA,Kent WA,2026,Fall,1,0,0,0,0,0,0
Central Washington University,WA,OR,Gold Hill,2025,Fall,1,2,2,1,1,1,1
Central Washington University,WA,WA,Toutle,2024,Fall,1,2,2,2,1,1,1
Central Washington University,WA,WA,Chinook,2024,Fall,1,1,1,1,0,0,0
Central Washington University,WA,WA,Moses lake,2026,Fall,1,1,1,1,0,0,0
Central Washington University,WA,OH,Sandusky,2024,Fall,1,1,1,1,0,0,0
Central Washington University,WA,CA,Santa Rosa,2026,Fall,1,1,1,1,0,0,0
Central Washington University,WA,WA,Gleed,2025,Fall,1,1,1,1,0,0,0
Central Washington University,WA,HI,Kula,2024,Fall,1,1,1,0,0,0,0
Central Washington University,WA,KY,Owensboro,2025,Fall,1,0,0,0,0,0,0
Central Washington University,WA,CO,Monte Vista,2026,Fall,1,0,0,0,0,0,0
Central Washington University,WA,HI,Hawaiian Paradise Park,2026,Fall,1,0,0,0,0,0,0
Central Washington University,WA,UT,Elk Ridge,2025,Fall,1,0,0,0,0,0,0
Central Washington University,WA,OR,Lebanon,2026,Fall,1,0,0,0,0,0,0
Central Washington University,WA,FL,Homestead,2025,Fall,1,0,0,0,0,0,0
Central Washington University,WA,CA,Shafter,2026,Fall,1,0,0,0,0,0,0
Central Washington University,WA,VA,Fairfax Sta,2026,Fall,1,0,0,0,0,0,0
Central Washington University,WA,CA,Manteca,2026,Fall,1,0,0,0,0,0,0
Central Washington University,WA,UT,Fruit Heights,2026,Fall,1,0,0,0,0,0,0
Central Washington University,WA,UT,Eagle Mtn,2026,Fall,1,0,0,0,0,0,0
Central Washington University,WA,IN,Greenwood,2026,Fall,1,0,0,0,0,0,0
Central Washington University,WA,AK,Kotzebue,2025,Fall,1,0,0,0,0,0,0
Central Washington University,WA,AL,Foley,2025,Fall,1,0,0,0,0,0,0
Central Washington University,WA,PA,Upper Darby,2026,Fall,1,0,0,0,0,0,0
Central Washington University,WA,NJ,Williamstown,2025,Fall,1,0,0,0,0,0,0
Central Washington University,WA,WI,Waupun,2026,Fall,1,0,0,0,0,0,0
Central Washington University,WA,WA,Metaline Falls,2026,Fall,1,0,0,0,0,0,0
Central Washington University,WA,AK,Bethel,2026,Fall,1,0,0,0,0,0,0
Central Washington University,WA,HI,Honaunau,2026,Fall,1,0,0,0,0,0,0
Central Washington University,WA,PA,Mount Joy,2026,Fall,1,0,0,0,0,0,0
Central Washington University,WA,TX,Harker Hts,2024,Fall,1,0,0,0,0,0,0
Central Washington University,WA,HI,Eleele,2024,Fall,1,0,0,0,0,0,0
Central Washington University,WA,OR,Cloverdale,2025,Fall,1,0,0,0,0,0,0
Central Washington University,WA,MD,Owings Mills,2025,Fall,1,0,0,0,0,0,0
Central Washington University,WA,MT,Kevin,2024,Fall,1,0,0,0,0,0,0
Central Washington University,WA,CO,Falcon,2025,Fall,1,0,0,0,0,0,0
Central Washington University,WA,MD,Columbia,2025,Fall,1,0,0,0,0,0,0
Central Washington University,WA,IL,Downers Grove,2024,Fall,1,1,1,1,1,1,1
Central Washington University,WA,NY,Prt Washingtn,2026,Fall,1,1,1,1,0,0,0
Central Washington University,WA,CO,Windsor,2026,Fall,1,1,1,1,0,0,0
Central Washington University,WA,TX,Katy,2026,Fall,1,2,2,1,0,0,0
Central Washington University,WA,FL,West Palm Bch,2026,Fall,1,2,2,1,0,0,0
Central Washington University,WA,NY,Vestal,2025,Fall,1,1,0,0,0,0,0
Central Washington University,WA,TX,Longview,2025,Fall,1,1,0,0,0,0,0
Central Washington University,WA,OR,The Dalles,2024,Fall,1,0,0,0,0,0,0
Central Washington University,WA,OK,Proctor,2024,Fall,1,0,0,0,0,0,0
Central Washington University,WA,ID,Rogerson,2025,Fall,1,0,0,0,0,0,0
Central Washington University,WA,Ulaanbaatar Hot,Ulan Bator,2024,Fall,1,0,0,0,0,0,0
Central Washington University,WA,FL,Palmetto,2026,Fall,1,0,0,0,0,0,0
Central Washington University,WA,NY,Middle Vlg,2025,Fall,1,0,0,0,0,0,0
Central Washington University,WA,SD,Watertown,2026,Fall,1,0,0,0,0,0,0
Central Washington University,WA,WA,Bayamon,2026,Fall,1,0,0,0,0,0,0
Central Washington University,WA,UT,Rush Valley,2025,Fall,1,0,0,0,0,0,0
Central Washington University,WA,HI,Makakilo,2024,Fall,1,0,0,0,0,0,0
Central Washington University,WA,WA,Klickitat,2026,Fall,1,0,0,0,0,0,0
Central Washington University,WA,FL,Hallandle Bch,2026,Fall,1,0,0,0,0,0,0
Central Washington University,WA,IL,Lake Forest,2026,Fall,1,0,0,0,0,0,0
Central Washington University,WA,AL,Hokes Bluff,2026,Fall,1,0,0,0,0,0,0
Central Washington University,WA,TX,Fairview,2025,Fall,1,0,0,0,0,0,0
Central Washington University,WA,Eastern,Madina,2024,Fall,1,0,0,0,0,0,0
Central Washington University,WA,MN,Richfield,2026,Fall,1,0,0,0,0,0,0
Central Washington University,WA,WA,Metaline Falls,2025,Fall,1,0,0,0,0,0,0
Central Washington University,WA,OR,Philomath,2025,Fall,1,0,0,0,0,0,0
Central Washington University,WA,GA,Covington,2026,Fall,1,0,0,0,0,0,0
Central Washington University,WA,AL,Dothan,2026,Fall,1,0,0,0,0,0,0
Central Washington University,WA,PA,Leechburg,2026,Fall,1,0,0,0,0,0,0
Central Washington University,WA,IL,Watseka,2024,Fall,1,0,0,0,0,0,0
Central Washington University,WA,IL,Wauconda,2026,Fall,1,0,0,0,0,0,0
Central Washington University,WA,NE,Saint Edward,2024,Fall,1,1,1,1,1,1,1
Central Washington University,WA,WA,CARNATION,2025,Fall,1,1,1,1,1,1,1
Central Washington University,WA,TX,Waco,2026,Fall,1,1,1,1,0,0,0
Central Washington University,WA,CA,Laguna Hills,2024,Fall,1,1,1,1,1,1,1
Central Washington University,WA,MD,Abingdon,2026,Fall,1,1,1,1,0,0,0
Central Washington University,WA,WA,Leavonworth,2024,Fall,1,1,1,1,0,0,0
Central Washington University,WA,WA,Entiat,2024,Fall,1,4,2,2,0,0,0
Central Washington University,WA,ID,Victor,2026,Fall,1,1,1,1,0,0,0
Central Washington University,WA,CA,Oak Park,2024,Fall,1,1,1,1,0,0,0
Central Washington University,WA,CO,Evergreen,2026,Fall,1,2,2,2,0,0,0
Central Washington University,WA,Harare,Harare,2025,Fall,1,1,1,1,0,0,0
Central Washington University,WA,NY,Clay,2024,Fall,1,0,0,0,0,0,0
Central Washington University,WA,TN,Whitesburg,2025,Fall,1,1,0,0,0,0,0
Central Washington University,WA,NY,Syracuse,2024,Fall,1,1,0,0,0,0,0
Central Washington University,WA,NJ,New Brunswick,2026,Fall,1,1,0,0,0,0,0
Central Washington University,WA,FL,Middleburg,2026,Fall,1,1,0,0,0,0,0
Central Washington University,WA,GA,Austell,2025,Fall,1,0,0,0,0,0,0
Central Washington University,WA,OR,Trail,2026,Fall,1,0,0,0,0,0,0
Central Washington University,WA,HI,Pahoa,2024,Fall,1,0,0,0,0,0,0
Central Washington University,WA,GA,Austell,2026,Fall,1,0,0,0,0,0,0
Central Washington University,WA,HI,Paia,2024,Fall,1,0,0,0,0,0,0
Central Washington University,WA,Casablanca-Settat,Casablanca,2024,Fall,1,0,0,0,0,0,0
Central Washington University,WA,FL,Miami Gardens,2024,Fall,1,0,0,0,0,0,0
Central Washington University,WA,Brussels Capital,Brussels,2024,Fall,1,0,0,0,0,0,0
Central Washington University,WA,TX,Floresville,2026,Fall,1,0,0,0,0,0,0
Central Washington University,WA,ID,Sugar City,2025,Fall,1,0,0,0,0,0,0
Central Washington University,WA,ID,Post Falls,2024,Fall,1,0,0,0,0,0,0
Central Washington University,WA,OR,Wolf Creek,2025,Fall,1,0,0,0,0,0,0
Central Washington University,WA,WA,Hatton,2024,Fall,1,0,0,0,0,0,0
Central Washington University,WA,WA,Joint Base Lewis Mcchord,2024,Fall,1,0,0,0,0,0,0
Central Washington University,WA,MO,Waynesville,2024,Fall,1,0,0,0,0,0,0
Central Washington University,WA,WA,Harrington,2024,Fall,1,0,0,0,0,0,0
Central Washington University,WA,Anambra,Onitsha,2024,Fall,1,0,0,0,0,0,0
Central Washington University,WA,ID,Bonners Ferry,2026,Fall,1,0,0,0,0,0,0
Central Washington University,WA,OR,Stanfield,2025,Fall,1,0,0,0,0,0,0
Central Washington University,WA,OR,Mulino,2026,Fall,1,0,0,0,0,0,0
Central Washington University,WA,HI,Kealakekua,2026,Fall,1,0,0,0,0,0,0
Central Washington University,WA,WA,Sumas,2025,Fall,1,0,0,0,0,0,0
Central Washington University,WA,LA,Houma,2025,Fall,1,0,0,0,0,0,0
Central Washington University,WA,MA,Uxbridge,2026,Fall,1,0,0,0,0,0,0
Central Washington University,WA,UT,Salt Lake Cty,2025,Fall,1,1,1,1,1,0,1
Central Washington University,WA,CA,Discovery Bay,2024,Fall,1,1,1,1,1,1,1
Central Washington University,WA,CA,Dublin,2025,Fall,1,2,1,1,0,0,0
Central Washington University,WA,WA,Sunnyside ,2024,Fall,1,1,1,1,0,0,0
Central Washington University,WA,OR,Beavercreek,2026,Fall,1,1,1,1,0,0,0
Central Washington University,WA,MO,Saint Louis,2024,Fall,1,1,0,0,0,0,0
Central Washington University,WA,OR,Cornelius,2025,Fall,1,1,1,1,0,0,0
Central Washington University,WA,FL,Winter Garden,2026,Fall,1,1,1,1,0,0,0
Central Washington University,WA,WA,Darrington,2024,Fall,1,2,1,0,0,0,0
Central Washington University,WA,FL,Winter Spgs,2026,Fall,1,0,0,0,0,0,0
Central Washington University,WA,CA,Costa Mesa,2026,Fall,1,0,0,0,0,0,0
Central Washington University,WA,TX,Mcgregor,2024,Fall,1,0,0,0,0,0,0
Central Washington University,WA,DE,Laurel,2025,Fall,1,0,0,0,0,0,0
Central Washington University,WA,TX,Bastrop,2026,Fall,1,0,0,0,0,0,0
Central Washington University,WA,WA,Harrington,2025,Fall,1,0,0,0,0,0,0
Central Washington University,WA,AR,Heber Springs,2026,Fall,1,0,0,0,0,0,0
Central Washington University,WA,OR,Jefferson,2026,Fall,1,0,0,0,0,0,0
Central Washington University,WA,Ho Chi Minh City,Ho Chi Minh City,2025,Fall,1,0,0,0,0,0,0
Central Washington University,WA,MI,Eastpointe,2025,Fall,1,0,0,0,0,0,0
Central Washington University,WA,KY,Bowling Green,2026,Fall,1,0,0,0,0,0,0
Central Washington University,WA,Homa Bay,Rongo,2024,Fall,1,0,0,0,0,0,0
Central Washington University,WA,AR,Springdale,2026,Fall,1,0,0,0,0,0,0
Central Washington University,WA,WV,Beckley,2026,Fall,1,0,0,0,0,0,0
Central Washington University,WA,UT,Santaquin,2026,Fall,1,0,0,0,0,0,0
Central Washington University,WA,NY,Spring Valley,2026,Fall,1,0,0,0,0,0,0
Central Washington University,WA,TX,Fort Cavazos,2024,Fall,1,0,0,0,0,0,0
Central Washington University,WA,WA,Union Hill-Novelty Hill,2025,Fall,1,0,0,0,0,0,0
Central Washington University,WA,FL,Pembroke Pnes,2026,Fall,1,0,0,0,0,0,0
Central Washington University,WA,OK,Arkoma,2025,Fall,1,0,0,0,0,0,0
Central Washington University,WA,LA,Opelousas,2026,Fall,1,0,0,0,0,0,0
Central Washington University,WA,DUBAI,Dubai,2024,Fall,1,1,1,1,1,1,1
Central Washington University,WA,AK,Kenai,2026,Fall,1,2,1,1,1,1,1
Central Washington University,WA,OH,Perrysburg,2026,Fall,1,1,1,1,0,0,0
Central Washington University,WA,CA,Lake Forest,2026,Fall,1,1,1,1,0,0,0
Central Washington University,WA,TX,Allen,2026,Fall,1,2,1,1,0,0,0
Central Washington University,WA,WA,Underwood,2024,Fall,1,1,1,1,0,0,0
Central Washington University,WA,OR,Banks,2024,Fall,1,1,1,1,0,0,0
Central Washington University,WA,WA,Ardenvoir,2026,Fall,1,0,0,0,0,0,0
Central Washington University,WA,OK,Yukon,2024,Fall,1,0,0,0,0,0,0
Central Washington University,WA,WA,Acme,2025,Fall,1,0,0,0,0,0,0
Central Washington University,WA,CA,San Ysidro,2025,Fall,1,0,0,0,0,0,0
Central Washington University,WA,ID,Donnelly,2026,Fall,1,0,0,0,0,0,0
Central Washington University,WA,NE,Wayne,2025,Fall,1,0,0,0,0,0,0
Central Washington University,WA,PA,Boyertown,2025,Fall,1,0,0,0,0,0,0
Central Washington University,WA,CA,Lodi,2025,Fall,1,0,0,0,0,0,0
Central Washington University,WA,MD,Princess Anne,2026,Fall,1,0,0,0,0,0,0
Central Washington University,WA,GA,Winder,2024,Fall,1,0,0,0,0,0,0
Central Washington University,WA,MI,Bay City,2026,Fall,1,0,0,0,0,0,0
Central Washington University,WA,CA,Carson,2024,Fall,1,0,0,0,0,0,0
Central Washington University,WA,AR,Pine Bluff,2025,Fall,1,0,0,0,0,0,0
Central Washington University,WA,WI,Lake Geneva,2025,Fall,1,0,0,0,0,0,0
Central Washington University,WA,Bukhara,Bukhara,2024,Fall,1,0,0,0,0,0,0
Central Washington University,WA,ME,Freeport,2025,Fall,1,0,0,0,0,0,0
Central Washington University,WA,CA,Lafayette,2025,Fall,1,0,0,0,0,0,0
Central Washington University,WA,TX,Lufkin,2026,Fall,1,0,0,0,0,0,0
Central Washington University,WA,CA,Huntingtn Bch,2024,Fall,1,3,3,2,1,0,1
Central Washington University,WA,OR,Coos Bay,2024,Fall,1,2,1,1,1,1,1
Central Washington University,WA,TX,Denton,2024,Fall,1,1,1,1,1,1,1
Central Washington University,WA,MD,Rockville,2026,Fall,1,1,1,1,0,0,0
Central Washington University,WA,TX,Bryan,2025,Fall,1,1,1,1,0,0,0
Central Washington University,WA,ID,Pocatello,2024,Fall,1,1,1,1,0,0,0
Central Washington University,WA,CA,Atwater,2024,Fall,1,1,1,0,0,0,0
Central Washington University,WA,AK,Delta junction ,2025,Fall,1,1,0,0,0,0,0
Central Washington University,WA,AL,Daleville,2025,Fall,1,1,0,0,0,0,0
Central Washington University,WA,OR,Warm Springs,2025,Fall,1,1,0,0,0,0,0
Central Washington University,WA,CA,Cardiff,2024,Fall,1,0,0,0,0,0,0
Central Washington University,WA,Friesland,Drachten,2026,Fall,1,1,0,0,0,0,0
Central Washington University,WA,OR,Camas Valley,2025,Fall,1,0,0,0,0,0,0
Central Washington University,WA,CA,Lakeside,2026,Fall,1,0,0,0,0,0,0
Central Washington University,WA,AZ,Vail,2025,Fall,1,0,0,0,0,0,0
Central Washington University,WA,OH,Canal Wnchstr,2026,Fall,1,0,0,0,0,0,0
Central Washington University,WA,WY,Cowley,2026,Fall,1,0,0,0,0,0,0
Central Washington University,WA,CA,Vista,2024,Fall,1,0,0,0,0,0,0
Central Washington University,WA,ID,Rexburg,2024,Fall,1,0,0,0,0,0,0
Central Washington University,WA,CA,Truckee,2026,Fall,1,0,0,0,0,0,0
Central Washington University,WA,NC,Reidsville,2025,Fall,1,0,0,0,0,0,0
Central Washington University,WA,ID,Homedale,2025,Fall,1,0,0,0,0,0,0
Central Washington University,WA,AR,El Dorado,2026,Fall,1,0,0,0,0,0,0
Central Washington University,WA,AZ,El Mirage,2026,Fall,1,0,0,0,0,0,0
Central Washington University,WA,VA,Woodbridge,2024,Fall,1,0,0,0,0,0,0
Central Washington University,WA,PA,Marcus Hook,2026,Fall,1,0,0,0,0,0,0
Central Washington University,WA,ON,Toronto,2024,Fall,1,0,0,0,0,0,0
Central Washington University,WA,CA,Calif City,2026,Fall,1,0,0,0,0,0,0
Central Washington University,WA,UT,Vernal,2024,Fall,1,0,0,0,0,0,0
Central Washington University,WA,AK,Delta Junction,2024,Fall,1,0,0,0,0,0,0
Central Washington University,WA,MI,Warren,2025,Fall,1,0,0,0,0,0,0
Central Washington University,WA,OR,Seaside,2025,Fall,1,0,0,0,0,0,0
Central Washington University,WA,UT,Logan,2025,Fall,1,0,0,0,0,0,0
Central Washington University,WA,MO,Linn Creek,2025,Fall,1,1,1,1,1,1,1
Central Washington University,WA,WI,Oregon,2025,Fall,1,1,1,1,0,0,0
Central Washington University,WA,CA,Moorpark,2026,Fall,1,2,2,2,0,0,0
Central Washington University,WA,CA,Concord,2024,Fall,1,1,1,1,0,0,0
Central Washington University,WA,WA,Auburn's,2024,Fall,1,1,1,1,0,0,0
Central Washington University,WA,OH,Toledo,2025,Fall,1,1,0,0,0,0,0
Central Washington University,WA,OR,Yoncalla,2024,Fall,1,1,0,0,0,0,0
Central Washington University,WA,AZ,Peoria,2025,Fall,1,0,0,0,0,0,0
Central Washington University,WA,MT,Broadview,2025,Fall,1,0,0,0,0,0,0
Central Washington University,WA,IA,Davenport,2025,Fall,1,0,0,0,0,0,0
Central Washington University,WA,SD,Colton,2024,Fall,1,0,0,0,0,0,0
Central Washington University,WA,NC,Pinehurst,2026,Fall,1,0,0,0,0,0,0
Central Washington University,WA,VA,Front Royal,2025,Fall,1,0,0,0,0,0,0
Central Washington University,WA,NM,New Laguna,2026,Fall,1,0,0,0,0,0,0
Central Washington University,WA,AK,Quinhagak,2025,Fall,1,0,0,0,0,0,0
Central Washington University,WA,LA,Prairieville,2026,Fall,1,0,0,0,0,0,0
Central Washington University,WA,ID,Fruitland,2025,Fall,1,2,0,0,0,0,0
Central Washington University,WA,IL,Highland Park,2024,Fall,1,0,0,0,0,0,0
Central Washington University,WA,HI,Hoolehua,2026,Fall,1,0,0,0,0,0,0
Central Washington University,WA,CA,La Canada,2026,Fall,1,0,0,0,0,0,0
Central Washington University,WA,PA,Langhorne,2025,Fall,1,0,0,0,0,0,0
Central Washington University,WA,MT,Heart Butte,2026,Fall,1,0,0,0,0,0,0
Central Washington University,WA,TX,George West,2026,Fall,1,0,0,0,0,0,0
Central Washington University,WA,MD,Crofton,2025,Fall,1,0,0,0,0,0,0
Central Washington University,WA,CA,Lakewood,2024,Fall,1,1,1,1,0,0,0
Central Washington University,WA,TN,Gallatin,2025,Fall,1,1,1,1,0,0,0
Central Washington University,WA,TX,Mcallen,2025,Fall,1,1,1,1,0,0,0
Central Washington University,WA,TX,Jacksonville,2024,Fall,1,1,0,0,0,0,0
Central Washington University,WA,GA,Bainbridge,2026,Fall,1,0,0,0,0,0,0
Central Washington University,WA,WA,Ciaiiam Bay,2025,Fall,1,0,0,0,0,0,0
Central Washington University,WA,ID,Donnelly,2025,Fall,1,0,0,0,0,0,0
Central Washington University,WA,IL,Romeoville,2025,Fall,1,0,0,0,0,0,0
Central Washington University,WA,CA,Rncho Domingz,2025,Fall,1,0,0,0,0,0,0
Central Washington University,WA,OR,Brownsville,2026,Fall,1,0,0,0,0,0,0
Central Washington University,WA,AZ,Clarkdale,2024,Fall,1,0,0,0,0,0,0
Central Washington University,WA,MN,Grand Rapids,2024,Fall,1,0,0,0,0,0,0
Central Washington University,WA,GA,Snellville,2024,Fall,1,0,0,0,0,0,0
Central Washington University,WA,VA,Chesterfield,2026,Fall,1,0,0,0,0,0,0
Central Washington University,WA,CA,Weaverville,2025,Fall,1,0,0,0,0,0,0
Central Washington University,WA,AL,Decatur,2024,Fall,1,0,0,0,0,0,0
Central Washington University,WA,IL,Aurora,2024,Fall,1,0,0,0,0,0,0
Central Washington University,WA,ID,Dalton Gdns,2025,Fall,1,0,0,0,0,0,0
Central Washington University,WA,FL,Tallahassee,2024,Fall,1,0,0,0,0,0,0
Central Washington University,WA,DE,Hockessin,2025,Fall,1,0,0,0,0,0,0
Central Washington University,WA,CO,Federal Hgts,2024,Fall,1,0,0,0,0,0,0
Central Washington University,WA,TX,Beaumont,2024,Fall,1,0,0,0,0,0,0
Central Washington University,WA,WA,Ocean City,2026,Fall,1,0,0,0,0,0,0
Central Washington University,WA,FL,Tavares,2025,Fall,1,0,0,0,0,0,0
Central Washington University,WA,KY,Ft Mitchell,2026,Fall,1,0,0,0,0,0,0
Central Washington University,WA,WY,Powell,2024,Fall,1,0,0,0,0,0,0
Central Washington University,WA,AR,Arkadelphia,2026,Fall,1,0,0,0,0,0,0
